Income,Credit_Score,Debt_to_Income_Ratio,Savings,Employment_Stability,Market_Conditions,Interest_Rates,Cost_of_Living,Loan_to_Value_Ratio,Age,Dependents,Home_Affordability
3325.152889039984,506,0.47766734325196414,25684.919168119755,8,242876.93359721793,3.3135208573032786,1871.123207070274,0.9321657722534848,35,0,0
7252.813963310068,636,0.39345169312764755,29595.97139145327,9,237636.64713977685,4.366858830314541,3708.151259528041,0.8384992534843871,39,2,0
4193.668865811041,675,0.15770344787400636,24476.720099426115,5,308217.5349219434,4.187369239817467,4212.848492976373,0.888947712163324,41,0,1
3455.3611508969566,827,0.3440673530432711,6975.497418935231,6,276265.95336971746,4.509654916724663,3247.5078249660523,0.9403991268502666,52,1,1
9642.198760773332,814,0.21880156202769596,12458.740091907017,1,451965.8506908058,3.6189251528923645,3963.532826887942,0.9017183752304969,43,1,1
9759.424231521916,714,0.1273353110230256,25049.37374338509,7,302208.31668939616,3.8959433127643797,3647.441248860022,0.8621644718700555,28,2,1
8658.781436815229,581,0.4204357897129613,14413.345943356751,4,303103.1352754275,3.810943352660837,2422.1191886080305,0.9034301313358123,46,0,1
5132.296384213594,722,0.019213174481162498,7249.056289685543,2,155348.63788822264,4.968178927933028,4235.434156134261,0.8515969454474556,46,0,0
3683.704798044687,602,0.45088099606771176,42964.234882332064,5,493095.8163641544,3.584497913478776,2178.805479542112,0.8415887624523779,58,0,0
7789.631185585098,772,0.23073873231236708,49153.66381238521,3,199989.15634753188,3.5896344766935337,3284.8516710060685,0.949502491690202,57,2,0
6081.067456177208,513,0.3186007384041402,40691.42932985327,6,129345.62698384107,3.7090964176572148,3981.590956566158,0.9126185346769682,57,1,1
3854.267643913452,658,0.32967696110289135,43420.321476710014,8,365258.4995900835,4.129188162580643,2515.8236392500303,0.8967079966072726,36,2,1
6466.238370778891,651,0.4475588703532682,15888.970864267041,7,338146.5480627491,3.5046454885274905,2211.0704304697,0.8532934464828978,26,1,0
3240.719647806529,607,0.31833484108360366,48228.213898093985,3,266058.2615970983,4.830579880758548,2837.384040691291,0.8073741243732573,52,2,0
9365.242814551475,687,0.3069667923800309,13861.656700404277,8,268876.8935522712,3.531371129732527,4271.853977396615,0.8046585314052734,34,1,0
4811.459871200119,800,0.03332602028034498,47814.34146628245,2,414025.5684185725,4.791631463120389,4719.687052582659,0.8831271883173198,46,0,0
7637.655990477874,597,0.25920401097260204,49766.8682284678,9,178285.05603985963,3.2069501272931693,3180.3336514395605,0.9143049081558576,41,0,1
5181.977532625877,630,0.07508450040852083,37027.526258572194,4,428101.3275779559,4.313125404799305,3645.8648212946073,0.8806068785665783,50,0,0
6640.476148244676,792,0.3687168843607428,49151.46793063199,1,359498.84555800725,4.813971036876487,4613.094488955657,0.9261177607908672,27,2,1
6826.971955402958,670,0.25611096040633724,30629.290080519666,8,267587.90951180976,3.337498876796459,1394.1874056517695,0.8050139799639833,31,2,0
4293.981188678689,682,0.34011388960417666,16679.380242924068,7,283211.4466335474,4.93665392019851,1928.31431146466,0.8550128114638911,32,2,1
9787.09239435191,538,0.020836450301192133,24664.81485495294,5,202658.8828744383,3.905766720831023,3835.60002500633,0.8355605586761268,44,0,1
8425.929763527802,514,0.04239600802290161,31710.24209204537,5,400845.7330787899,4.891430216882049,4294.977847649199,0.8670909452235683,36,1,1
9576.492590949325,503,0.3581616940313411,8288.670291215674,7,305149.8969221071,4.353640087260094,4428.116113322312,0.8108564589791184,59,0,1
9263.79145299354,848,0.03604216799933668,33005.44690777607,5,228341.81709993744,3.603173739747103,2660.4287074197305,0.9431197462356609,41,0,0
7185.299851677596,709,0.0356283638826293,49153.00265430325,8,338420.04630438006,3.376605049834213,1357.3596091674674,0.8334883101604041,52,1,0
9453.119645161818,660,0.006054237617443725,13554.844240267743,6,498293.7808205292,3.607470092450199,2751.1259091984793,0.9383461663225376,34,1,0
3619.4475143634363,515,0.47825069914974006,40666.780232977246,5,274104.91186262155,3.18603481852535,1922.938360828215,0.8638839732555023,46,1,1
4371.880036934016,607,0.3687541797295035,45855.44572008287,9,468276.5603114478,3.2877359326866595,2164.785819986497,0.9478286199882826,57,1,0
3316.5910223737665,810,0.17662570425103208,47466.57167690994,2,238006.73596982643,3.209320880692962,4089.0702273500233,0.8831087575190316,46,0,0
5277.3123153428505,726,0.1482677906438276,48206.10219824513,1,121893.08276999436,3.8458870874831153,1302.1083441035476,0.9396249296263711,37,2,0
5720.741027826374,669,0.17485161487292478,28465.683742466237,8,181696.84254737155,4.591156752515173,4310.324869922808,0.8008023483041334,51,0,1
4899.4432224172715,533,0.3873267655905909,48978.855859617666,3,267478.0573310737,3.2827671084326804,2710.6763432966764,0.912235820927135,39,1,1
8801.162564063507,750,0.3306853055352072,39078.95932104975,7,187853.97143782763,3.260640866344672,3384.25572440238,0.9354575979653773,46,2,1
5497.273286855125,746,0.09259778393373397,12275.214630663286,8,100090.81528730222,4.286857899034661,1358.608924942716,0.8209580850468432,54,2,0
4966.541567811665,768,0.08705466766704217,26460.50479105865,6,466000.6150990109,3.3943659639361323,2349.436313429119,0.8144188777598228,58,0,0
6798.872582107739,640,0.04919782485669866,37324.902891740174,9,437551.7644923716,3.195220076217983,1358.8036760593832,0.8636858910778933,58,0,0
3986.4695748233385,773,0.33015135985066907,16130.31421185875,7,396916.89259477885,3.333697156411155,4846.174891524439,0.9400518359199402,59,0,1
8615.378865278279,595,0.38218633111086797,33827.68325969993,5,167125.83825841144,4.847462791753552,4229.046597305001,0.8813579840285658,43,2,0
3521.8545057583956,726,0.132523214162502,34997.02155709786,8,148145.43048399442,4.642942505552382,2838.531017425841,0.8791184695582598,32,2,1
9908.20855620362,538,0.010472480515456406,12321.488471385466,2,127041.89978895326,3.7081291247101884,1894.4101932946844,0.8211689177448983,57,2,1
8405.713385076602,801,0.04108583373821367,30428.839060374034,7,389611.6755091685,4.311641534654786,4733.820420999409,0.8001184266639828,52,1,1
4391.009770739207,528,0.48393001742251524,39723.21099403735,4,471523.18427515414,4.074551347336076,2378.3863829078873,0.9215210136118192,49,1,1
3038.6548198652167,817,0.14772238873871013,27450.304904117387,9,272214.3283652148,4.354248526965128,1643.937726749499,0.8131361844479358,41,0,0
8708.229999183839,744,0.3846115739190668,5544.640254924834,1,147656.26879841927,4.365342304925519,3252.6575538158195,0.8950774728102986,48,2,0
7948.00140693332,735,0.3123317844271319,5406.731108568148,7,304957.12829284265,4.257468030119986,4775.096481379264,0.9371924681772787,45,0,1
8103.050176286911,684,0.19096981982644795,21066.32047865055,6,239532.76298345206,3.532202737074617,1015.3211620012903,0.8312977869737647,26,2,0
8398.89242680162,771,0.10284363109777755,46678.73307943019,8,249929.96973999907,3.078012841525636,1952.499373015995,0.8997909254355366,55,0,1
3518.3125621386325,735,0.060693209079703214,15290.455082162394,5,348532.2496622829,3.9111335639802176,4753.79056164163,0.8118047865061264,57,1,0
5509.260099809908,738,0.3075064840194333,33546.36599922592,1,387487.24530488095,4.781947769381407,1684.343867428648,0.890563271575642,54,2,0
3811.0834166759078,765,0.387316890318894,14993.414181199427,1,144241.43954926432,4.138994517037152,1452.9738065592794,0.8245897581429804,36,1,1
9041.723981129155,839,0.32195212677056534,19475.149534679687,9,114236.09232259056,4.664782083403816,3280.748863199218,0.9103930340772767,36,2,1
7363.086887792905,564,0.26515106662457916,43161.894032066775,6,497732.12107428594,4.983248685922456,4447.37529317932,0.8451846942190863,48,0,1
5316.286173968545,676,0.020975611715818132,37798.76490214761,5,193091.33956622073,3.3272324082765525,2908.4392707757042,0.8695086513206969,48,2,1
3444.9084520021656,502,0.4842443887971919,9292.967479094477,1,121532.20996338363,4.383555278283964,4978.257026738099,0.8899145813041432,35,1,0
5176.876252009635,641,0.3993570958272873,24291.590944389514,6,175950.131638368,4.34858714740005,3716.6867981519713,0.825691011599936,37,2,1
5276.283254187229,657,0.14641101835048237,6312.639364036901,6,115583.13853938569,4.959910894716557,1296.299628841791,0.9112456727926431,51,0,0
8107.243248366449,823,0.4899851646794253,26640.056597135404,3,256724.35784686866,4.971201467905601,4971.328526727902,0.8453960510955222,32,2,1
7462.902299486492,645,0.30094079481816105,34809.530526548064,8,420960.7137805297,4.373357223448259,2631.576947120762,0.899355778986913,34,1,0
9210.489198034285,792,0.29121132910362324,10332.618061916819,1,236497.77990308826,3.4872295839643885,2149.6101353819304,0.823742457604906,32,0,1
6305.504476133645,652,0.37403658971476605,17999.822250912453,1,277673.3627513466,4.597111676261198,3231.516734311542,0.9032176488809525,44,1,0
3837.1597215681118,692,0.4058848940450688,22902.64814759706,6,370234.7094269755,3.214058268422076,2217.2303672834573,0.8192282109215693,32,2,0
7992.713510560965,572,0.3282393036657513,46378.89610952224,1,303557.62802795204,4.561398608343257,1345.8300284806091,0.8638034744404975,33,1,0
8325.49534031828,804,0.06404787318310001,49696.47569403338,6,444578.2744085297,4.820392248289393,1005.7133723167069,0.8370809110608315,31,2,1
6928.940382986473,843,0.1691337529972492,7021.0084548027135,1,446414.2700183026,3.7656667895368705,2798.3334116810493,0.9122562874142274,38,0,1
8396.770259681927,639,0.46404182016302487,39245.35655729264,6,103964.27819646146,4.261270589966161,4347.453688906369,0.8393052506760312,52,1,1
6456.569174550736,686,0.11230780592192596,21727.582988105445,3,411218.52259327966,3.8602854641936526,3289.2607425203064,0.9322575959593093,26,1,1
6659.129805673958,792,0.18608351191875666,22660.618380326603,8,284293.44009666954,3.875530109976257,4996.829195773764,0.9337730317109919,32,2,0
5992.787128509847,560,0.216038441472098,38941.92380061602,6,495536.2165214652,3.62074177821624,2147.3865825887997,0.8294661972834179,37,1,0
3177.9338872086664,697,0.2197024948472261,46329.18944654339,1,293292.8303501741,4.5242592409006495,2121.8202590402216,0.8920768917511587,45,1,0
3755.239988953131,794,0.30646979124726276,47791.78675261468,5,494758.378155319,4.87235312833301,1638.9978409357768,0.8131576462579947,52,0,1
3220.00429980714,818,0.4715379188723538,30970.516371724436,8,401827.74448229466,4.881501718468922,1656.2543530613407,0.8587305649402444,59,2,0
7454.872878846463,801,0.12034635591625248,21070.45216852263,3,199441.95384532254,3.3495625697498674,2140.7463840401915,0.9069982594251909,47,2,0
5200.491867534287,843,0.06075068815045903,40439.708863645064,6,315357.9917147831,4.749487299313132,4171.360181094109,0.8989134870274874,39,0,1
6559.994838152919,510,0.09873524492996866,16295.06224680351,5,496854.2557914331,4.474862882854245,4623.027162545792,0.8937051004109912,26,0,1
9352.96531748265,561,0.44346245010463475,30383.3312975083,6,443012.24310076947,3.5056748013805787,4900.3486788307255,0.8423811295493666,36,2,0
4745.045604042125,832,0.322905406327603,21136.03076861929,1,138946.75751648843,3.134569225843029,1929.1586163858105,0.8567037424151603,27,0,1
5872.680461249408,725,0.14295339461958007,34548.39831685442,7,382548.7987239984,3.535994533768756,4525.1901824563665,0.8154419217050429,29,0,1
8288.857969801342,652,0.4079734694843086,15817.951080207811,9,238231.8343483252,4.824416473563051,2313.020357109348,0.9078534230650401,27,0,1
4601.587158441357,698,0.430684998181718,13621.68255806716,2,102792.90475213925,4.266357349791544,1451.3621780675376,0.8755833195186911,43,2,1
3538.8593688015508,551,0.423257169345139,46320.75890039467,5,261392.38761079984,4.442109321795744,4480.099702080663,0.9063148448518482,26,0,0
5028.260170396376,759,0.4594632668197772,9581.165732729161,4,193901.76868998853,3.5143047022181917,3544.4225385744744,0.8373415287195309,41,1,0
4128.549010778031,558,0.1261205100866808,27768.105848071926,6,427547.7082081886,4.43877631114964,1658.9235843242468,0.8486657342952599,38,1,0
9507.883566398012,571,0.37752096437313915,14938.375233335402,6,234932.24353830618,3.0562430125558473,2719.3250300520103,0.8501323005890172,52,2,0
8656.842656950917,647,0.23026974863707,6751.848349655035,2,431009.47758152685,3.7506426915460276,2149.030779508271,0.8038613614620824,51,0,0
7433.826295572964,848,0.42099927644503077,6620.846823114188,2,100239.17553391813,4.253506697084663,3947.178274840788,0.8511571809245936,34,1,1
9100.224131314024,562,0.3642453385808066,12884.97974476223,4,223127.66001044767,3.2921931310826404,2813.6649224970724,0.920495686027705,27,2,0
8625.704538293801,809,0.3882237232498623,44004.66595277001,1,196466.08572310477,4.64600714889387,4957.11978042554,0.9345947743624607,49,1,0
4305.990412202251,742,0.32808091884053575,17711.5434789662,9,193426.9444274444,3.470062597623837,1218.9799290383805,0.8777327473453891,46,0,1
9247.912989429846,829,0.08871438473485344,47770.66267588831,7,127274.64790618508,4.304562225636893,2420.061064544987,0.868325254282883,54,2,1
6775.395693409555,606,0.27251345944846916,31173.00318451371,7,174849.7081642007,3.810394285150659,2927.60066843991,0.8046236928049055,45,1,1
8652.081086148439,725,0.4923348697622541,24647.638539594474,3,322219.82795424794,4.192087190955294,3012.534218993279,0.9318806506378073,54,2,0
9272.639099464453,812,0.46869403324855946,31103.997560125455,3,216544.42913509777,3.214901105257816,2263.7432895425472,0.8019515320138809,52,1,1
5226.024324803047,717,0.021586867898505835,28251.42733518205,1,266957.91293165914,3.0338255998432144,3916.960996390272,0.9417125120315317,55,1,1
3770.363471693737,740,0.08240740786471856,39144.93141907963,3,250746.7521388754,4.819128854760603,4498.988293955899,0.8733824373032136,50,0,1
4595.546137793592,758,0.06586438672728095,17712.322968778353,3,450361.96999995783,3.5392600175343656,4754.8772079114515,0.851290174036209,46,0,0
5989.754520383794,761,0.36298995499264775,20887.267622013605,4,462119.59960420616,4.639354005560918,4220.373507198105,0.9386327652263989,45,1,1
8726.103361457452,504,0.40889266492847254,45234.24361399628,4,297182.788662344,4.9987006009444,4402.320789226398,0.8036586489665145,25,2,1
9025.114082794404,760,0.10675568315533596,47590.543091768246,3,232062.38012624177,3.4228625159978225,3202.181202479982,0.8872137342303631,37,2,0
3048.664913718335,553,0.2529263464759145,45165.12023689135,8,142720.28160094545,3.530341482366711,4303.552905707258,0.8823398786749006,45,0,1
6575.231118042961,546,0.4203515140056,23875.15972807911,8,481361.151752838,4.325719575269331,2214.015636591809,0.8328980601817073,33,1,0
5921.8770220414535,714,0.3664007723831253,40116.447635309676,1,124090.77796011898,4.9308972692012425,2593.9150484368574,0.8643331147025316,41,0,0
4554.754673295112,676,0.27111860274592414,26435.107998549447,7,219060.11102731217,4.831628696381488,2267.652055274177,0.8978396008915656,45,1,1
3839.0575713357794,508,0.29517384522938644,27389.2933465746,2,219226.48046800168,4.00575104013117,2869.5493417917014,0.9090696795322891,55,1,0
5363.306199825396,598,0.25418027345814,14210.604907577777,1,228160.51445608598,4.59022056505345,2142.3184649545456,0.800107528805987,46,0,1
9600.367927387633,519,0.1487742256594103,31600.86364663324,3,165714.73730896373,3.271491706199802,4846.445769017788,0.9405280145136523,36,2,1
5262.420524145286,740,0.28251099642950805,13376.115398900656,4,413264.5723694789,4.954876368408025,2251.3785120226726,0.8246788058589218,30,0,1
6631.534352203563,560,0.34444265102504534,19920.411458023722,6,148999.1447863957,4.928706468071973,1392.1781524437592,0.8350370651333539,40,1,1
7921.132712266245,677,0.43666145793040384,43476.35907289708,5,353962.66366126516,3.327457915758342,3107.268664201654,0.8395210168540772,50,0,0
5545.407216655058,837,0.31814567698962404,14318.411414488484,4,149538.410682327,3.598846249606213,1228.3963137807054,0.8056730204828053,29,2,1
9802.474579046724,561,0.380560768521579,8202.122832804476,8,128214.25503718262,3.2003099950135336,1442.172665234322,0.8184578185385488,33,2,1
9737.131064594778,644,0.0800358174772865,8105.341667576733,4,463771.8014743506,3.5434351977963594,1877.557556784985,0.9479524884416243,38,1,1
4762.4760707775495,715,0.23077873720989495,47335.30342263985,2,176051.50652748227,4.6319115788304135,2857.400999528567,0.8472825106065929,54,0,0
6480.739541246698,502,0.004665809913546648,27811.419708282556,3,428500.0618238817,3.756631214330519,2733.0037292361117,0.8172951635508574,50,2,0
5106.148168717387,659,0.12333943226081151,23423.543231765823,6,317852.34844285436,3.1767939342935168,4198.767448011165,0.8160486891761936,53,0,1
4993.883460642273,726,0.3632308575565024,41489.53614535633,8,131142.60784350784,3.684451049557809,3957.8986155364537,0.9079189951504958,43,2,0
3258.2086314817298,768,0.4959049756746817,42612.16675597322,8,482179.276575227,4.96276666848256,2705.273175962805,0.928185299604896,32,1,0
7266.950337859278,619,0.04958904979360795,19948.59649020221,9,198784.466796757,4.259367190518406,2334.8168303025195,0.8385428449262705,47,1,1
6518.75316260203,588,0.20074715793064413,36212.81258632078,7,443858.1381410426,3.8323218928123155,2265.8751362459943,0.8031364268502853,59,0,1
3360.3512587499254,828,0.40003548434957975,39700.5267133349,2,167524.00231382565,3.3330770269945402,4095.980349176036,0.8334635027668034,55,1,1
4950.52524965628,567,0.10201781731444942,34459.28090896795,8,441577.15285674116,4.972353594567389,1208.2896248850789,0.8084773536195137,59,2,1
9357.861201766576,597,0.2775424746511431,11821.778366004472,7,105291.5251621176,4.641698018526258,1051.2865980424233,0.8155092404945062,56,1,1
4676.933234668807,766,0.3665356480148374,44414.738758267566,8,304712.18262779224,3.562954604901839,4182.1775677065925,0.8647262179771463,29,2,0
4014.2641046385615,604,0.3079927251300895,29259.254873120393,3,407777.03176862275,3.140137391442379,2908.5855039561975,0.8344877556292449,40,2,1
6426.169321942942,822,0.09401236730770807,17711.259186650168,7,473918.20699711336,3.113251114755116,1523.5245542143039,0.8773918817788136,41,1,1
9899.553178774204,622,0.1776922843428697,24135.268344696226,9,463680.8544825948,3.2407562990110677,1942.2637383780052,0.8380240629885786,56,2,1
4694.386900580503,528,0.3918958922426986,6690.699067950833,3,427849.94781905797,4.161537167228843,4730.015812389531,0.9410805951654421,56,2,1
7704.9488318411495,636,0.2771132570660083,10754.006055008791,6,455276.53986452165,4.8575268424109845,4438.011902499592,0.9358915951889396,44,0,1
8331.337307301023,694,0.0026148067714563683,39449.60377321374,2,179687.87433483062,3.9934868560119687,3839.1402008958903,0.8850209157515699,26,0,0
4663.4628079467975,725,0.3804953800140469,5000.523563991476,2,213673.7182846915,4.685890964912394,2928.9009213493064,0.8531635987981079,44,0,1
8097.514440283017,831,0.017655677470119535,23745.46228170315,5,215587.40996842342,3.8917732397196154,3081.294504765543,0.8571720323052103,42,1,0
5574.481929034773,669,0.37286689136561607,28512.95814885148,5,250821.57240067952,4.41716709153565,4900.978141135834,0.8617778424716745,25,0,1
7426.140814155056,508,0.1012402800826187,7458.548900043754,7,257328.2681540755,4.463745474573002,4863.081775537148,0.9091368983202416,53,2,1
7434.707975326263,539,0.4790367400596901,48788.51733375498,2,317822.1298618702,3.347927411806677,1861.076183143337,0.8677458493278257,53,1,1
6750.4227885233095,524,0.18397037565104224,15175.639906235238,7,163951.90534657656,3.7224321179516235,4244.418265221273,0.9285094919758846,43,1,0
3632.028390380858,760,0.16346580816903955,18688.94238363264,5,376498.66551439575,4.274604313076048,1788.9706646680672,0.9416142178895547,30,1,1
8847.117469124667,725,0.07444402516622234,18677.41305147623,6,167026.61572180258,3.1413932163687326,1854.1499115358056,0.8503919230068401,32,1,1
5245.460454802151,623,0.15280210774510744,15368.749795280746,8,224123.39284181903,3.723080375525913,3704.372136658307,0.8841041722063521,48,2,1
4305.62957279898,537,0.4383253809141003,5066.321993884014,4,301338.0522424616,4.069598932562385,2620.0043943501937,0.8142584805248847,44,2,1
3285.4259908833474,827,0.49816716881362366,37820.51573395984,7,418576.22460939095,4.992448986089277,4726.177628426081,0.8300703571649539,38,0,1
7136.250602317693,750,0.18415476525342417,48508.04749096784,6,395787.6932954909,3.9490671252448815,1356.0389395840352,0.862019865006524,29,1,1
7742.950532895977,675,0.22430531547727128,15093.206747827027,2,358213.7425642089,4.632113514228648,3046.1025632379724,0.8309304073852668,58,0,1
3116.114802494993,589,0.3610354691013685,34837.12363115401,8,162309.30423206807,3.8641345701332357,4674.086121772485,0.9314840736183077,40,2,0
6584.651408094967,536,0.44309789023253726,38385.334713142176,9,318818.1382462311,4.592781445239417,4616.454641918021,0.8237429384088647,31,1,1
4585.470426385566,815,0.2965221670933921,43179.142059073616,5,134978.60071995418,4.190829603240217,1626.1168536629648,0.8683491232329638,40,2,1
7516.209532866149,675,0.19576284908891467,24018.31386561241,4,250945.2707186603,4.773190883004797,2466.550800385826,0.8908548860689813,31,0,1
4220.56500303494,783,0.20631092042431187,18631.890753819316,6,265406.6121159837,3.82188510470022,3476.485600186785,0.9037795862241267,51,2,0
7836.564166717261,580,0.34780907324840343,19638.2810310364,8,115924.57577830153,4.208608839642958,1637.5795390856088,0.8574604054589761,38,1,0
5707.147424103761,613,0.0016091318021393408,37067.959989433075,3,209595.2397879887,4.2600373612376545,4872.088688182955,0.9303648603087092,38,1,1
9557.109921157142,539,0.30979466872992034,41755.07599275362,1,482259.78690659575,3.8347658836009466,4658.997314910641,0.8852478726616888,57,0,0
3962.646609021953,800,0.1777465052206787,13172.62854904712,4,481453.0431318758,3.288624087374963,1667.8007161378769,0.8659261670671328,57,1,1
5387.464457351809,723,0.3970986656385421,21692.345367099435,4,240930.82170101572,3.187118813824671,1484.6218450439417,0.8100860951078055,44,2,1
3794.3146486841233,817,0.04649531991156608,45587.30885371175,1,117240.04357932962,3.033343101199266,1341.633931233061,0.8697034202667747,31,2,0
9472.85532794994,848,0.29410113347419525,41301.208386263264,9,171637.9757312726,4.747068528490429,4637.774656146525,0.9231103761223595,56,2,1
9141.375473666867,614,0.24048644494306187,49318.62812431141,3,256887.11737341605,3.4729498244773893,1774.4952391818433,0.8921811527331973,27,2,0
4805.591394006089,685,0.3211627629526137,38941.17168569363,5,479111.8791876919,3.4230134985635363,2665.1397141774187,0.9248243680593677,53,0,0
7619.888322239253,822,0.03242679724148417,22693.784046256504,6,156479.62541487397,4.472070800852131,2795.405462608012,0.8741017505898958,48,2,0
8720.55540140851,555,0.28999189371406564,31578.7025297587,8,405406.3374672849,3.6400322261747835,3396.04417685427,0.8177692557641723,46,0,1
6886.405681196236,539,0.28074229397976186,34745.64144112941,6,143473.01574987682,4.012089384823673,1286.9413749896999,0.8020459768753821,30,2,1
6707.554048492046,539,0.28033004720808546,8530.511734270578,3,492503.03095651075,3.3250221305949124,1907.0344696020638,0.8454829320077887,48,0,1
4692.966036303162,846,0.3017438332982274,29502.36315967393,6,252646.599643654,4.919491442923938,4725.961547675704,0.9046985707246689,47,2,1
3651.7193746412945,736,0.3382339686131811,36919.43728126743,1,410093.8155596224,4.703162800034475,4633.640429074278,0.918538985591254,34,2,1
9280.510305673288,788,0.4024944998403849,12529.458680047717,4,237036.43312445274,4.727579245930007,4125.162589622769,0.8443629251930495,40,0,1
9302.926400143313,761,0.13491036006410717,40128.42728415007,6,351067.5508635235,3.81354749714401,1077.6049824728618,0.8743480881324871,35,1,1
7431.710200912876,715,0.41252470509003103,31269.775123135023,7,176806.4338960147,4.524722427414345,2308.027073984408,0.8631678356651122,56,1,0
5373.2085373409045,646,0.2491278411317268,47849.98035639176,3,158408.40771878502,3.2877523107795605,3511.8349413716314,0.8615784176527141,30,1,1
5444.467022288626,835,0.03852913956716558,6909.003419310126,9,475225.6558272525,3.0172380051835606,2100.760847093903,0.8347023069800226,48,0,1
8081.6897520916755,667,0.0292754646219896,16939.67618999601,7,467058.9111617734,3.0399458651560565,4638.34678021511,0.8204556657544188,57,1,1
9279.77181966804,591,0.1671191593480304,32069.924568492082,1,454987.5760851529,4.173203474809121,3535.5578473297674,0.829503283734682,36,1,0
9209.60496985582,558,0.3924484885557338,18345.19604926688,2,350173.3800666374,3.9107898104958814,1287.6268692657823,0.808299858074502,51,0,0
8459.128821003367,558,0.3538404673704579,37149.0873832059,1,423307.2844865113,4.03603069781704,4636.022355342812,0.8297196112735366,42,1,0
7494.221523080015,803,0.3943074823362032,39155.237713486895,9,127614.77476454996,3.014926280834439,4831.06663270489,0.801380134643807,37,1,1
